FMQ,PT,FMQ_PT,FMQCAT,,,
Anaemia,Blood loss anaemia,Anemia-Blood loss anaemia,Narrow,,,
Anaemia,Blood loss anaemia neonatal,Anemia-Blood loss anaemia neonatal,Narrow,,,
Anaemia,Cardiac haemolytic anaemia,Anemia-Cardiac haemolytic anaemia,Narrow,,,
Anaemia,Chronic renal failure anaemia,Anemia-Chronic renal failure anaemia,Narrow,,,
Anaemia,Cold type haemolytic anaemia,Anemia-Cold type haemolytic anaemia,Narrow,,,
Anaemia,Congenital anaemia,Anemia-Congenital anaemia,Narrow,,,
Anaemia,Congenital anaemia NOS,Anemia-Congenital anaemia NOS,Narrow,,,
Anaemia,Congenital aplastic anaemia,Anemia-Congenital aplastic anaemia,Narrow,,,
Anaemia,Congenital dyserythropoietic anaemia,Anemia-Congenital dyserythropoietic anaemia,Narrow,,,
Anaemia,Coombs negative haemolytic anaemia,Anemia-Coombs negative haemolytic anaemia,Narrow,,,
Anaemia,Coombs positive haemolytic anaemia,Anemia-Coombs positive haemolytic anaemia,Narrow,,,
Anaemia,Deficiency anaemia,Anemia-Deficiency anaemia,Narrow,,,
Anaemia,Deficiency anaemia NOS,Anemia-Deficiency anaemia NOS,Narrow,,,
Anaemia,Erythroblastopenia,Anemia-Erythroblastopenia,Narrow,,,
Anaemia,Erythroid dysplasia,Anemia-Erythroid dysplasia,Narrow,,,
Anaemia,Erythropenia,Anemia-Erythropenia,Narrow,,,
Anaemia,Evan's syndrome,Anemia-Evan's syndrome,Narrow,,,
Anaemia,Evans syndrome,Anemia-Evans syndrome,Narrow,,,
Anaemia,Foetal anaemia,Anemia-Foetal anaemia,Narrow,,,
Anaemia,Haematocrit decrease aggravated,Anemia-Haematocrit decrease aggravated,Narrow,,,
Anaemia,Haematocrit decreased,Anemia-Haematocrit decreased,Narrow,,,
Anaemia,Haemoglobin decrease aggravated,Anemia-Haemoglobin decrease aggravated,Narrow,,,
Anaemia,Haemoglobin decreased,Anemia-Haemoglobin decreased,Narrow,,,
Anaemia,Haemolytic anaemia,Anemia-Haemolytic anaemia,Narrow,,,
Anaemia,Haemolytic anaemia enzyme specific,Anemia-Haemolytic anaemia enzyme specific,Narrow,,,
Anaemia,Haemolytic anaemia neonatal (from blood incompatibility),Anemia-Haemolytic anaemia neonatal (from blood incompatibility),Narrow,,,
Anaemia,Haemolytic anaemia NOS,Anemia-Haemolytic anaemia NOS,Narrow,,,
Anaemia,Haemolytic icteroanaemia,Anemia-Haemolytic icteroanaemia,Narrow,,,
Anaemia,Haemorrhagic anaemia,Anemia-Haemorrhagic anaemia,Narrow,,,
Anaemia,Hereditary haemolytic anaemia,Anemia-Hereditary haemolytic anaemia,Narrow,,,
Anaemia,Hereditary sideroblastic anaemia,Anemia-Hereditary sideroblastic anaemia,Narrow,,,
Anaemia,Hexokinase deficiency anaemia,Anemia-Hexokinase deficiency anaemia,Narrow,,,
Anaemia,Hyperchromic anaemia,Anemia-Hyperchromic anaemia,Narrow,,,
Anaemia,Hypochromic anaemia,Anemia-Hypochromic anaemia,Narrow,,,
Anaemia,Hypoplastic anaemia,Anemia-Hypoplastic anaemia,Narrow,,,
Anaemia,Immune haemolytic anaemia drug-induced,Anemia-Immune haemolytic anaemia drug-induced,Narrow,,,
Anaemia,Iron deficiency anaemia,Anemia-Iron deficiency anaemia,Narrow,,,
Anaemia,Leucoerythroblastic anaemia,Anemia-Leucoerythroblastic anaemia,Narrow,,,
Anaemia,Leukoerythroblastic anaemia,Anemia-Leukoerythroblastic anaemia,Narrow,,,
Anaemia,Macrocytic anaemia,Anemia-Macrocytic anaemia,Narrow,,,
Anaemia,Macrocytic anaemia NOS,Anemia-Macrocytic anaemia NOS,Narrow,,,
Anaemia,Megaloblastic anaemia,Anemia-Megaloblastic anaemia,Narrow,,,
Anaemia,Megaloblastic anaemia NOS,Anemia-Megaloblastic anaemia NOS,Narrow,,,
Anaemia,Microangiopathic haemolytic anaemia,Anemia-Microangiopathic haemolytic anaemia,Narrow,,,
Anaemia,Microcytic anaemia,Anemia-Microcytic anaemia,Narrow,,,
Anaemia,Nephrogenic anaemia,Anemia-Nephrogenic anaemia,Narrow,,,
Anaemia,Normochromic anaemia,Anemia-Normochromic anaemia,Narrow,,,
Anaemia,Normochromic normocytic anaemia,Anemia-Normochromic normocytic anaemia,Narrow,,,
Anaemia,Normocytic anaemia,Anemia-Normocytic anaemia,Narrow,,,
Anaemia,Pancytopenia,Anemia-Pancytopenia,Narrow,,,
Anaemia,Pancytopenia aggravated,Anemia-Pancytopenia aggravated,Narrow,,,
Anaemia,Panmyelopathy,Anemia-Panmyelopathy,Narrow,,,
Anaemia,Pearson's syndrome,Anemia-Pearson's syndrome,Narrow,,,
Anaemia,Pernicious anaemia,Anemia-Pernicious anaemia,Narrow,,,
Anaemia,Pernicious anaemia NOS,Anemia-Pernicious anaemia NOS,Narrow,,,
Anaemia,Protein deficiency anaemia,Anemia-Protein deficiency anaemia,Narrow,,,
Anaemia,Pyruvate kinase deficiency anaemia,Anemia-Pyruvate kinase deficiency anaemia,Narrow,,,
Anaemia,Red blood cell count decreased,Anemia-Red blood cell count decreased,Narrow,,,
Anaemia,Red cell aplasia,Anemia-Red cell aplasia,Narrow,,,
Anaemia,Refractory anaemia with an excess of blasts,Anemia-Refractory anaemia with an excess of blasts,Narrow,,,
Anaemia,Refractory anaemia with ringed sideroblasts,Anemia-Refractory anaemia with ringed sideroblasts,Narrow,,,
Anaemia,Secondary anaemia,Anemia-Secondary anaemia,Narrow,,,
Anaemia,Sickle cell anaemia,Anemia-Sickle cell anaemia,Narrow,,,
Anaemia,Sickle cell anaemia with crisis,Anemia-Sickle cell anaemia with crisis,Narrow,,,
Anaemia,Sideroblastic anaemia,Anemia-Sideroblastic anaemia,Narrow,,,
Anaemia,Sideroblastic anaemia NOS,Anemia-Sideroblastic anaemia NOS,Narrow,,,
Anaemia,Spherocytic anaemia,Anemia-Spherocytic anaemia,Narrow,,,
Anaemia,Spherocytic anaemia (excl congenital),Anemia-Spherocytic anaemia (excl congenital),Narrow,,,
Anaemia,Spur cell anaemia,Anemia-Spur cell anaemia,Narrow,,,
Anaemia,Warm type haemolytic anaemia,Anemia-Warm type haemolytic anaemia,Narrow,,,
Anaemia,Aase syndrome,Anemia-Aase syndrome,Broad,,,
Anaemia,Anaemia prophylaxis,Anemia-Anaemia prophylaxis,Broad,,,
Anaemia,Beta globin abnormal,Anemia-Beta globin abnormal,Broad,,,
Anaemia,Blood count abnormal,Anemia-Blood count abnormal,Broad,,,
Anaemia,Erythroblast count decreased,Anemia-Erythroblast count decreased,Broad,,,
Anaemia,Haematocrit abnormal,Anemia-Haematocrit abnormal,Broad,,,
Anaemia,Haemoglobin abnormal,Anemia-Haemoglobin abnormal,Broad,,,
Anaemia,Hand and foot syndrome secondary to sickle cell anaemia,Anemia-Hand and foot syndrome secondary to sickle cell anaemia,Broad,,,
Anaemia,IPEX syndrome,Anemia-IPEX syndrome,Broad,,,
Anaemia,Isoimmune haemolytic disease,Anemia-Isoimmune haemolytic disease,Broad,,,
Anaemia,Mean cell haemoglobin concentration decreased,Anemia-Mean cell haemoglobin concentration decreased,Broad,,,
Anaemia,Mean cell haemoglobin decreased,Anemia-Mean cell haemoglobin decreased,Broad,,,
Anaemia,Mean cell volume decreased,Anemia-Mean cell volume decreased,Broad,,,
Anaemia,Paroxysmal nocturnal haemoglobinuria,Anemia-Paroxysmal nocturnal haemoglobinuria,Broad,,,
Anaemia,Red blood cell hyperchromic morphology,Anemia-Red blood cell hyperchromic morphology,Broad,,,
Anaemia,Red blood cell nucleated morphology,Anemia-Red blood cell nucleated morphology,Broad,,,
Anaemia,Red blood cell poikilocytes,Anemia-Red blood cell poikilocytes,Broad,,,
Anaemia,Red blood cell schistocytes,Anemia-Red blood cell schistocytes,Broad,,,
Anaemia,Red blood cell spherocytes,Anemia-Red blood cell spherocytes,Broad,,,
Anaemia,Rhesus haemolytic disease of newborn,Anemia-Rhesus haemolytic disease of newborn,Broad,,,
Anaemia,Stomatocytes present,Anemia-Stomatocytes present,Broad,,,
Anaemia,Scorbutic anaemia,Anemia-Scorbutic anaemia,Narrow,,,
Anaemia,Warm autoimmune haemolytic anaemia,Anemia-Warm autoimmune haemolytic anaemia,Narrow,,,
Anaemia,GATA2 deficiency,Anemia-GATA2 deficiency,Broad,,,
Anaemia,Purine nucleoside phosphorylase deficiency,Anemia-Purine nucleoside phosphorylase deficiency,Broad,,,
Anaemia,Red blood cell transfusion,Anemia-Red blood cell transfusion,Narrow,,,
Angioedema,Acquired C1 inhibitor deficiency,Angioedema-Acquired C1 inhibitor deficiency,Narrow,,,
Angioedema,Allergic oedema,Angioedema-Allergic oedema,Narrow,,,
Angioedema,Allergic oedema NOS,Angioedema-Allergic oedema NOS,Narrow,,,
Angioedema,Angioedema,Angioedema-Angioedema,Narrow,,,
Angioedema,Angioneurotic oedema,Angioedema-Angioneurotic oedema,Narrow,,,
Angioedema,Angioneurotic oedema aggravated,Angioedema-Angioneurotic oedema aggravated,Narrow,,,
Angioedema,C1 esterase deficiency acquired,Angioedema-C1 esterase deficiency acquired,Narrow,,,
Angioedema,Circumoral oedema,Angioedema-Circumoral oedema,Narrow,,,
Angioedema,Gleich's syndrome,Angioedema-Gleich's syndrome,Narrow,,,
Angioedema,Hereditary angioedema,Angioedema-Hereditary angioedema,Narrow,,,
Angioedema,Hereditary angioedema with C1 esterase inhibitor deficiency,Angioedema-Hereditary angioedema with C1 esterase inhibitor deficiency,Narrow,,,
Angioedema,Hereditary angioedema with normal C1 esterase inhibitor,Angioedema-Hereditary angioedema with normal C1 esterase inhibitor,Narrow,,,
Angioedema,Idiopathic angioedema,Angioedema-Idiopathic angioedema,Narrow,,,
Angioedema,Intestinal angioedema,Angioedema-Intestinal angioedema,Narrow,,,
Angioedema,Laryngeal oedema,Angioedema-Laryngeal oedema,Narrow,,,
Angioedema,Laryngotracheal oedema,Angioedema-Laryngotracheal oedema,Narrow,,,
Angioedema,Oedema uvula,Angioedema-Oedema uvula,Narrow,,,
Angioedema,Oropharyngeal oedema,Angioedema-Oropharyngeal oedema,Narrow,,,
Angioedema,Palatal oedema,Angioedema-Palatal oedema,Narrow,,,
Angioedema,Palatal swelling,Angioedema-Palatal swelling,Narrow,,,
Angioedema,Pharingeal oedema,Angioedema-Pharingeal oedema,Narrow,,,
Angioedema,Pharyngeal oedema,Angioedema-Pharyngeal oedema,Narrow,,,
Angioedema,Small bowel angioedema,Angioedema-Small bowel angioedema,Narrow,,,
Angioedema,Swollen tongue,Angioedema-Swollen tongue,Narrow,,,
Angioedema,Throat oedema,Angioedema-Throat oedema,Narrow,,,
Angioedema,Tongue oedema,Angioedema-Tongue oedema,Narrow,,,
Angioedema,Anaphylactic reaction,Angioedema-Anaphylactic reaction,Broad,,,
Angioedema,Anaphylactoid reaction,Angioedema-Anaphylactoid reaction,Broad,,,
Angioedema,Application site reaction,Angioedema-Application site reaction,Broad,,,
Angioedema,Auricular swelling,Angioedema-Auricular swelling,Broad,,,
Angioedema,Circumoral swelling,Angioedema-Circumoral swelling,Broad,,,
Angioedema,Drug hypersensitivity,Angioedema-Drug hypersensitivity,Broad,,,
Angioedema,Ear swelling,Angioedema-Ear swelling,Broad,,,
Angioedema,Eye swelling,Angioedema-Eye swelling,Broad,,,
Angioedema,Eyelid oedema,Angioedema-Eyelid oedema,Broad,,,
Angioedema,Face oedema,Angioedema-Face oedema,Broad,,,
Angioedema,Injection site hypersensitivity,Angioedema-Injection site hypersensitivity,Broad,,,
Angioedema,Lip oedema,Angioedema-Lip oedema,Broad,,,
Angioedema,Lip swelling,Angioedema-Lip swelling,Broad,,,
Angioedema,Mouth swelling,Angioedema-Mouth swelling,Broad,,,
Angioedema,Oedema mouth,Angioedema-Oedema mouth,Broad,,,
Angioedema,Oropharyngeal swelling,Angioedema-Oropharyngeal swelling,Broad,,,
Angioedema,Periorbital oedema,Angioedema-Periorbital oedema,Broad,,,
Angioedema,Periorbital swelling,Angioedema-Periorbital swelling,Broad,,,
Angioedema,Pharyngeal swelling,Angioedema-Pharyngeal swelling,Broad,,,
Angioedema,Swelling face,Angioedema-Swelling face,Broad,,,
Angioedema,Swelling of eyelid,Angioedema-Swelling of eyelid,Broad,,,
Angioedema,Throat tightness,Angioedema-Throat tightness,Broad,,,
Anxiety,Acrophobia,Anxiety-Acrophobia,Narrow,,,
Anxiety,Adjustment disorder with anxiety,Anxiety-Adjustment disorder with anxiety,Narrow,,,
Anxiety,Adjustment disorder with mixed anxiety and depressed mood,Anxiety-Adjustment disorder with mixed anxiety and depressed mood,Narrow,,,
Anxiety,Aerophobia,Anxiety-Aerophobia,Narrow,,,
Anxiety,Agoraphobia,Anxiety-Agoraphobia,Narrow,,,
Anxiety,AIDS phobia,Anxiety-AIDS phobia,Narrow,,,
Anxiety,Alcohol withdrawal syndrome,Anxiety-Alcohol withdrawal syndrome,Narrow,,,
Anxiety,Algophobia,Anxiety-Algophobia,Narrow,,,
Anxiety,Animal phobia,Anxiety-Animal phobia,Narrow,,,
Anxiety,Anticipatory anxiety,Anxiety-Anticipatory anxiety,Narrow,,,
Anxiety,Anxiety,Anxiety-Anxiety,Narrow,,,
Anxiety,Anxiety aggravated,Anxiety-Anxiety aggravated,Narrow,,,
Anxiety,Anxiety disorder,Anxiety-Anxiety disorder,Narrow,,,
Anxiety,Anxiety disorder due to a general medical condition,Anxiety-Anxiety disorder due to a general medical condition,Narrow,,,
Anxiety,Anxiety disorder NEC,Anxiety-Anxiety disorder NEC,Narrow,,,
Anxiety,Anxiety NEC,Anxiety-Anxiety NEC,Narrow,,,
Anxiety,Anxiety postoperative,Anxiety-Anxiety postoperative,Narrow,,,
Anxiety,Arachnophobia,Anxiety-Arachnophobia,Narrow,,,
Anxiety,Astraphobia,Anxiety-Astraphobia,Narrow,,,
Anxiety,Autophobia,Anxiety-Autophobia,Narrow,,,
Anxiety,Cancerphobia,Anxiety-Cancerphobia,Narrow,,,
Anxiety,Cardiac neurosis,Anxiety-Cardiac neurosis,Narrow,,,
Anxiety,Cibophobia,Anxiety-Cibophobia,Narrow,,,
Anxiety,Claustrophobia,Anxiety-Claustrophobia,Narrow,,,
Anxiety,Compulsive cheek biting,Anxiety-Compulsive cheek biting,Narrow,,,
Anxiety,Compulsive handwashing,Anxiety-Compulsive handwashing,Narrow,,,
Anxiety,Compulsive lip biting,Anxiety-Compulsive lip biting,Narrow,,,
Anxiety,Dysmorphophobia,Anxiety-Dysmorphophobia,Narrow,,,
Anxiety,Emetophobia,Anxiety-Emetophobia,Narrow,,,
Anxiety,Exacerbation of anxiety,Anxiety-Exacerbation of anxiety,Narrow,,,
Anxiety,Exaggerated startle response,Anxiety-Exaggerated startle response,Narrow,,,
Anxiety,Fear,Anxiety-Fear,Narrow,,,
Anxiety,Fear of animals,Anxiety-Fear of animals,Narrow,,,
Anxiety,Fear of closed spaces,Anxiety-Fear of closed spaces,Narrow,,,
Anxiety,Fear of crowded places,Anxiety-Fear of crowded places,Narrow,,,
Anxiety,Fear of death,Anxiety-Fear of death,Narrow,,,
Anxiety,Fear of disease,Anxiety-Fear of disease,Narrow,,,
Anxiety,Fear of eating,Anxiety-Fear of eating,Narrow,,,
Anxiety,Fear of falling,Anxiety-Fear of falling,Narrow,,,
Anxiety,Fear of injection,Anxiety-Fear of injection,Narrow,,,
Anxiety,Fear of needles,Anxiety-Fear of needles,Narrow,,,
Anxiety,Fear of open spaces,Anxiety-Fear of open spaces,Narrow,,,
Anxiety,Fear of pregnancy,Anxiety-Fear of pregnancy,Narrow,,,
Anxiety,Fear of weight gain,Anxiety-Fear of weight gain,Narrow,,,
Anxiety,Fear-related avoidance of activities,Anxiety-Fear-related avoidance of activities,Narrow,,,
Anxiety,Generalised anxiety disorder,Anxiety-Generalised anxiety disorder,Narrow,,,
Anxiety,Glossophobia,Anxiety-Glossophobia,Narrow,,,
Anxiety,Haemophobia,Anxiety-Haemophobia,Narrow,,,
Anxiety,Haphephobia,Anxiety-Haphephobia,Narrow,,,
Anxiety,Herpetophobia,Anxiety-Herpetophobia,Narrow,,,
Anxiety,Hydrophobia,Anxiety-Hydrophobia,Narrow,,,
Anxiety,Hypervigilance,Anxiety-Hypervigilance,Narrow,,,
Anxiety,Illness anxiety disorder,Anxiety-Illness anxiety disorder,Narrow,,,
Anxiety,Immunisation anxiety related reaction,Anxiety-Immunisation anxiety related reaction,Narrow,,,
Anxiety,Kinesiophobia,Anxiety-Kinesiophobia,Narrow,,,
Anxiety,Limited symptom panic attack,Anxiety-Limited symptom panic attack,Narrow,,,
Anxiety,Mixed anxiety and depressive disorder,Anxiety-Mixed anxiety and depressive disorder,Narrow,,,
Anxiety,Monophobia,Anxiety-Monophobia,Narrow,,,
Anxiety,Mysophobia,Anxiety-Mysophobia,Narrow,,,
Anxiety,Nail picking,Anxiety-Nail picking,Narrow,,,
Anxiety,Nervousness,Anxiety-Nervousness,Narrow,,,
Anxiety,Neurosis,Anxiety-Neurosis,Narrow,,,
Anxiety,Neurosis NOS,Anxiety-Neurosis NOS,Narrow,,,
Anxiety,Noctiphobia,Anxiety-Noctiphobia,Narrow,,,
Anxiety,Nocturnal fear,Anxiety-Nocturnal fear,Narrow,,,
Anxiety,Nosophobia,Anxiety-Nosophobia,Narrow,,,
Anxiety,Obsessive need for symmetry,Anxiety-Obsessive need for symmetry,Narrow,,,
Anxiety,Obsessive-compulsive disorder,Anxiety-Obsessive-compulsive disorder,Narrow,,,
Anxiety,Obsessive-compulsive symptom,Anxiety-Obsessive-compulsive symptom,Narrow,,,
Anxiety,Ochlophobia,Anxiety-Ochlophobia,Narrow,,,
Anxiety,Osmophobia,Anxiety-Osmophobia,Narrow,,,
Anxiety,Panic attack,Anxiety-Panic attack,Narrow,,,
Anxiety,Panic disorder,Anxiety-Panic disorder,Narrow,,,
Anxiety,Panic disorder NOS,Anxiety-Panic disorder NOS,Narrow,,,
Anxiety,Panic disorder with agoraphobia,Anxiety-Panic disorder with agoraphobia,Narrow,,,
Anxiety,Panic disorder without agoraphobia,Anxiety-Panic disorder without agoraphobia,Narrow,,,
Anxiety,Panic reaction,Anxiety-Panic reaction,Narrow,,,
Anxiety,Panic reaction aggravated,Anxiety-Panic reaction aggravated,Narrow,,,
Anxiety,Paruresis,Anxiety-Paruresis,Narrow,,,
Anxiety,Pathological doubt,Anxiety-Pathological doubt,Narrow,,,
Anxiety,Performance fear,Anxiety-Performance fear,Narrow,,,
Anxiety,Phagophobia,Anxiety-Phagophobia,Narrow,,,
Anxiety,Pharmacophobia,Anxiety-Pharmacophobia,Narrow,,,
Anxiety,Phobia,Anxiety-Phobia,Narrow,,,
Anxiety,Phobia of driving,Anxiety-Phobia of driving,Narrow,,,
Anxiety,Phobia of exams,Anxiety-Phobia of exams,Narrow,,,
Anxiety,Phobia of flying,Anxiety-Phobia of flying,Narrow,,,
Anxiety,Phobias NOS,Anxiety-Phobias NOS,Narrow,,,
Anxiety,Phobic avoidance,Anxiety-Phobic avoidance,Narrow,,,
Anxiety,Phobic disorder aggravated,Anxiety-Phobic disorder aggravated,Narrow,,,
Anxiety,Phobic postural vertigo,Anxiety-Phobic postural vertigo,Narrow,,,
Anxiety,Phonophobia,Anxiety-Phonophobia,Narrow,,,
Anxiety,Photaugiaphobia,Anxiety-Photaugiaphobia,Narrow,,,
Anxiety,Postpartum anxiety,Anxiety-Postpartum anxiety,Narrow,,,
Anxiety,Postpartum neurosis,Anxiety-Postpartum neurosis,Narrow,,,
Anxiety,Procedural anxiety,Anxiety-Procedural anxiety,Narrow,,,
Anxiety,Pseudoangina,Anxiety-Pseudoangina,Narrow,,,
Anxiety,Selective mutism,Anxiety-Selective mutism,Narrow,,,
Anxiety,Separation anxiety disorder,Anxiety-Separation anxiety disorder,Narrow,,,
Anxiety,Sitophobia,Anxiety-Sitophobia,Narrow,,,
Anxiety,Social anxiety disorder,Anxiety-Social anxiety disorder,Narrow,,,
Anxiety,Social fear,Anxiety-Social fear,Narrow,,,
Anxiety,Social phobia,Anxiety-Social phobia,Narrow,,,
Anxiety,Stress,Anxiety-Stress,Narrow,,,
Anxiety,Stress symptoms,Anxiety-Stress symptoms,Narrow,,,
Anxiety,Tension,Anxiety-Tension,Narrow,,,
Anxiety,Thanatophobia,Anxiety-Thanatophobia,Narrow,,,
Anxiety,Thermophobia,Anxiety-Thermophobia,Narrow,,,
Anxiety,Trichotemnomania,Anxiety-Trichotemnomania,Narrow,,,
Anxiety,Trichotillomania,Anxiety-Trichotillomania,Narrow,,,
Anxiety,White coat hypertension,Anxiety-White coat hypertension,Narrow,,,
Anxiety,Activation syndrome,Anxiety-Activation syndrome,Broad,,,
Anxiety,Adjustment disorder,Anxiety-Adjustment disorder,Broad,,,
Anxiety,Agitated depression,Anxiety-Agitated depression,Broad,,,
Anxiety,Agitation,Anxiety-Agitation,Broad,,,
Anxiety,Agitation postoperative,Anxiety-Agitation postoperative,Broad,,,
Anxiety,Akathisia,Anxiety-Akathisia,Broad,,,
Anxiety,Avoidant personality disorder,Anxiety-Avoidant personality disorder,Broad,,,
Anxiety,Cardiovascular somatic symptom disorder,Anxiety-Cardiovascular somatic symptom disorder,Broad,,,
Anxiety,Catatonia,Anxiety-Catatonia,Broad,,,
Anxiety,Choking sensation,Anxiety-Choking sensation,Broad,,,
Anxiety,Colitis psychogenic,Anxiety-Colitis psychogenic,Broad,,,
Anxiety,Dependent personality disorder,Anxiety-Dependent personality disorder,Broad,,,
Anxiety,Dermatillomania,Anxiety-Dermatillomania,Broad,,,
Anxiety,Dermatophagia,Anxiety-Dermatophagia,Broad,,,
Anxiety,Emotional disorder,Anxiety-Emotional disorder,Broad,,,
Anxiety,Emotional distress,Anxiety-Emotional distress,Broad,,,
Anxiety,Encopresis,Anxiety-Encopresis,Broad,,,
Anxiety,Enuresis,Anxiety-Enuresis,Broad,,,
Anxiety,Feeling jittery,Anxiety-Feeling jittery,Broad,,,
Anxiety,Frustration tolerance decreased,Anxiety-Frustration tolerance decreased,Broad,,,
Anxiety,Gastrointestinal somatic symptom disorder,Anxiety-Gastrointestinal somatic symptom disorder,Broad,,,
Anxiety,Helplessness,Anxiety-Helplessness,Broad,,,
Anxiety,Hyperventilation,Anxiety-Hyperventilation,Broad,,,
Anxiety,Intrusive thoughts,Anxiety-Intrusive thoughts,Broad,,,
Anxiety,Irritability,Anxiety-Irritability,Broad,,,
Anxiety,Irritable bowel syndrome,Anxiety-Irritable bowel syndrome,Broad,,,
Anxiety,Mental disorder,Anxiety-Mental disorder,Broad,,,
Anxiety,Mental fatigue,Anxiety-Mental fatigue,Broad,,,
Anxiety,Morbid thoughts,Anxiety-Morbid thoughts,Broad,,,
Anxiety,Mutism,Anxiety-Mutism,Broad,,,
